helpful,reviewerName,reviewerID,reviewTime,reviewText,overall,summary,asin,unixReviewTime
"[0, 0]",Constance,AONLQ4H00XKLO,"10 22, 2013","Along with everybody else who has reviewed this, the owl is much bigger than expected. It's cute though so I'm happy with it. The chain is a good length and overall it has good quality for only paying next to nothing for it. Shipping took a bit longer than I would've liked but I'm just happy I got it!",5,Cute,B005LERHD8,1382400000
"[0, 0]",Cookie,A3FJABXIPXWIY1,"11 19, 2013",This owl goes with all my casual clothes it is fun to wear it and hear all the reactions I get.,5,Great Pendant,B005LERHD8,1384819200
"[0, 0]",Coraline Jones,AMMLTH9P315XX,"03 12, 2013","I got this for like $2, for myself, and once I got it all my girlfriends loved it so I ordered a  couple more. They made beautiful gifts, and look much more expensive than they are. The shipping takes a while so order well in advance.",5,Gorgeous gift,B005LERHD8,1363046400
"[0, 0]",courtney,A106GRKSYBW4X4,"01 28, 2014","What an adorable owl. Truly cute. Not super well made, so it won't last forever, but I enjoy wearing this.",4,Owl Only Have Eyes for You,B005LERHD8,1390867200
"[0, 0]",crazy4beardies,A2Q9AEYIBUG2WQ,"03 29, 2013","This vintage owl pendant is so pretty. Its the perfect length, and doesn't look cheap. I've always been a fan of owls and this just made another perfect owl accessory in my wardrobe.",5,Owl Pendant!,B005LERHD8,1364515200
"[0, 0]",Cris,A1Z1RXWN99W6U7,"05 30, 2014","MY GRAND DAUGHTER LOVES OWLS AND THOUGHT THIS WOULD BE CUTE FOR HER. ITS CHEAP JUNK, TARNISHED, MISSING STONES, THE NASTY CHAIN IS SO LONG AND CHEAP IT COMES DOWN TO MY WAIST",1,GARBAGE,B005LERHD8,1401408000
"[1, 1]",Crystal Barrera,A19R5LCSQUHDB0,"08 21, 2013",I just wish I could find some earrings that match it... I am trying to find some that match completely and I wish they would sell some close to the color of this product. It is a necklace that goes down to my chest.  Real cute,4,Cute,B005LERHD8,1377043200
"[6, 8]",Crystal,A12RNPBA6RHPIG,"01 5, 2013",I bought this for a friend and she absolutely loved it! Its a great piece of jewelry that any woman would love!,5,Cute Necklace for decent price!,B005LERHD8,1357344000
"[0, 0]",dallas,A103H1FRENK1RX,"10 28, 2012","This necklace is gorgeous for the small amount we paid for them.Some necklaces , that are not as adorable, I had  to pay ten times what  I paid for this  item !!! They will be  CHRISTMAS  GIFTS. THANK YOU AMAZON FOR THE GREAT BARGAINS !!!!!!!",5,owls,B005LERHD8,1351382400
"[0, 0]",Dan,A24NCFZAQ56ZY5,"08 26, 2013","Pretty good for the price.Not the best quality but at least is not gonna fall apart.It is bigger that it seems, so it draws attention. I gave it as a gift to a friend and she was pleased.Go for it. :)",3,Good for the price.,B005LERHD8,1377475200
"[0, 0]",Danica Cooper,A26DRB2MLHDSHP,"02 24, 2013","I love owls, and this one is even cuter now that I have it in my hands.  Again, shipping on SODIAL items is always a long time, but I don't mind on stuff like this (especially at their prices).  Really long chain, goes with pretty much anything girly.  Definitely recommend.",5,even cuter in person,B005LERHD8,1361664000
"[0, 0]",Dani,A1NJ8GM0SJP4IB,"08 22, 2013","Definitely worth the buy, it's cute, I've actually never worn it out in public though, and I've had it for quite a few months... sigh. I just don't get out enough. And I also don't want people to think that I'm just wearing it because it's a &#34;trend&#34; I actually do think the necklace is cute!",5,Cute!,B005LERHD8,1377129600
"[0, 0]",Darcy Malone,A3SSIBP7BHW13Y,"12 16, 2013",This was an awesome find! It was cheap and I changed the chain so it wouldnt turn my skin green. And I gave one for Christmas! Total Hit with the teenage girls :),5,Super Cute!!,B005LERHD8,1387152000
"[0, 0]",David W. Doyle,A32XP7IIXWPYMY,"12 30, 2013","I bought this for my daughter, who loves to wear it with her sweaters and a scarf, which it goes well with!",4,Looks pretty on!,B005LERHD8,1388361600
"[0, 0]",Dawn S.,A1S8HPS1UTJ3TV,"03 21, 2013",Very cute pendant! The sparkly faux gemstones catch your eye. You can't help but smile when you see or wear this quirky little owl! Too cute!,5,SPARKLY!,B005LERHD8,1363824000
"[0, 0]",debrawidick,A2AH4FBVVGMLD0,"05 19, 2013","Bought this for my Daughter and She Loved It.. The Stone Colors and Vibrant and Spot On, Can Wear with anything.",5,Too Cute,B005LERHD8,1368921600
"[0, 0]",Dee Mautz,A2MC0IMUFSW8RY,"12 17, 2013","not fancy but can jazz up an everyday shirt and I love owls.I would but again if I ever lost this one,",3,cute,B005LERHD8,1387238400
"[1, 1]",DemeLott,A1JLBNDDAJB4OP,"12 29, 2013",I absolutely love my owl necklace. It's so cute and trendy. I have the earrings as well and I can't wait to wear them out. Very cute and dainty necklace. The size is perfect. The length of the necklace reaches right to the breast area. Lovely necklace with lots of character b,5,Cutest necklace,B005LERHD8,1388275200
"[0, 1]",Denise Rossi,ACVIBENN5WELA,"12 18, 2013","The owl itself is much larger than what I thought it would be but that is my own fault, I should have looked at a ruler before I ordered it.  I do not expect it to last long since the chain does not look good at all.  Maybe if you have a better chain and you really like owls, you would be happy with this product but for me...it is just OK.",3,You get what you pay for,B005LERHD8,1387324800
"[0, 0]",Denise Thompson,A21WVQICXXQVAS,"01 11, 2014",Bought this for my friend for CHRISTmas.  She loved it very cute she loves Owls!!  Very pleased with item!GOD Bless,4,CHRISTmas gift,B005LERHD8,1389398400
"[0, 0]",Diane Goodman,A70QG78HDZLY7,"04 3, 2014","For the price I paid for this, I didn't really have huge expectations for the apperance.  It is really pretty!  I gave it to my daughter.  I haven't seen her wearing it but she seemed to like it.",5,Surprisingly pretty,B005LERHD8,1396483200
"[1, 1]",Dijah,AWF3MZW9OG5MV,"11 30, 2013",I purchased this for my niece along with some vintage earrings. It was not a set put she loves them.,5,"Great price for this necklace and 'free shipping""",B005LERHD8,1385769600
"[0, 0]",DJ,APC5UWLTPHUYR,"02 16, 2014","What you see on the pictures, you won't get.The stones are not glossy at all !!The material is also very cheap.I would not to recommend this one.  Pay more and get a right a product.",2,Not so glossy,B005LERHD8,1392508800
"[0, 0]","D. Kaiser ""Myke xlong""",A1PQJBRZLS0ZWY,"04 11, 2013",got this as a gift and they liked it a lot..it was a well made necklace charm and looks really neat and interesting,5,great gift,B005LERHD8,1365638400
"[1, 1]","D. LOVATO ""Ring Maven""",APE685XV6CGBQ,"03 18, 2013",I bought this as a gift for one of my sister in laws that likes owls.  I personally thought it was too big but she loved it so this is why I give it the 5 stars.,5,Very Cute!,B005LERHD8,1363564800
"[0, 0]",Donna Friedman,A1Q5O65V2SKM4J,"06 13, 2013","My niece collect all things owl. She was so happy to get this. It's really pretty and made well. I'm not real big on writing reviews, but this is worth telling you about",5,"Very, very cute",B005LERHD8,1371081600
"[0, 0]",Dorian,A3M1OGVMN786AS,"12 29, 2013","I love the product and so does the person who received it as a gift.  The colors are pure and the structure is very antique looking, making the product even better.  The chain seems very sturdy (tested it by yanking it).  Great buy and awesome price!",5,Vibrant and Vintage!,B005LERHD8,1388275200
"[0, 0]","Dosmastr ""dosmastr""",A2DAZ1G64BEP61,"04 22, 2014","Wife loved it. Its not too heavy and has held up pretty well too, all the jewels are still in place and it looks too.Colors are pretty close.",5,Cute and so far durable,B005LERHD8,1398124800
"[1, 1]",dp,A2VE815L52VZZJ,"12 29, 2013","I got this for my sister, she collects owls, she is happy with this one, it looks just as describe,",5,Nice,B005LERHD8,1388275200
"[2, 3]",Dr of Foot and Ankle,A3VMANW8LDJCN5,"09 26, 2013",I ordered several of these for gifts.  They are surprisingly well mad considering the low price.  I would definitely recommend them,5,Fun!,B005LERHD8,1380153600
"[0, 0]",Dr. S.,A22A7DLQ7HVZXS,"05 18, 2014",This is another beautiful owl pendant. I love this one too. It's beautiful and the price was amazing. It's a steal.,5,"Another amazing deal, another amazing gift",B005LERHD8,1400371200
"[0, 1]",DweebyChic,A3AFF6XMHMG9TD,"11 21, 2013","I was a bit skeptical about the quality of the necklace seeing as it was only $.75 cents with free shipping but once it arrived I couldn't be happier with it! It's eye catching and looks much more expensive that it is. These would make awesome gifts for anyone that is looking for something nice but not too pricey.I wear mine often and it has held up well, I get lots of compliments on it and people are always shocked to hear it was less than a dollar!",4,"Larger than pictured, seriously adorable!",B005LERHD8,1384992000
"[0, 0]","Edward E. Pruett ""Old School Military""",A1PXCQE1R4403T,"11 16, 2012",These were given as just because gifts. The ladies loved them and will wear them a bunch. One lady is wearing hers today.,5,One better,B005LERHD8,1353024000
"[0, 0]","Elisabeth Moore ""Bitsy""",A3F3XU38JKR1GU,"09 12, 2013","Great item. Inexpensive but it works with most outfits. Large enough to attract notice, but not enough to be distracting. Very lovely.",5,Beautiful,B005LERHD8,1378944000
"[0, 0]",Elizabeth Olsen,AXQYYWEECIH54,"03 31, 2013",I love this owl. It's amazing how nice it looks in person.. I would recommend this to all vintage people. Thank you so so much..,5,"Vintage, retro colorful crystal owl pendant and chain with antiqued..",B005LERHD8,1364688000
"[0, 0]","Ellie ""Ellie""",A39BQMFXMMF5AF,"02 18, 2013",Very cute owl. Doesn't look cheap at all. Cute detail. I got it because I like owls. I also got one as a gift. She loved it as well. Happy I purchased. Arrives about a month standard but its secure in packaging. Would tell anyone I know and have :)) 5 stars,5,Cute!!,B005LERHD8,1361145600
"[0, 0]",EllyElectricity:),A1D8KYAYOT4F1S,"11 4, 2013",I got this and I really like it. I tried to order the silver one but they just sent me this one so i guess I know have two. =/,4,Not bad just kinda fimsy.,B005LERHD8,1383523200
"[0, 0]",E Malatesta,A1BNVW2LI29TZT,"01 18, 2014","The charm itself is larger than I thought it would be. The necklace is long, no clasp, long enough to go over your head. I bought 2, one was perfect and the other has a few stones that are not properly aligned but it's nothing some crazy glue can't fix. Well worth the money, free shipping to boot.",4,Very cute Owl!,B005LERHD8,1390003200
"[0, 0]",Emily Lawrence,A3I5QDNVEZTZ11,"03 19, 2013",This product broke the first time I wore it. I was not rough on it in any way. I was putting it on and it fell apart in my hands. I hate it. It is very pretty though. Lol.,1,Broken,B005LERHD8,1363651200
"[0, 0]",Emmy-Kate,A107SEAOVM1W10,"10 19, 2013","great quality not only for the price, but I'd have gotten it for 5 dollars or more! gems are bright and lovely and all is made of great sturdy quality. It jazzes up any outfit!!",5,amazing,B005LERHD8,1382140800
"[0, 0]",Erika Martinez,APLYFIZBJ4AVH,"01 2, 2014","This item was exactly as described and looked a bit cheap but that is the price you pay for, my friend loved it since the colors are different and can be worn with different colors, I liked it because it is simple yet very nice in its own way. Well packaged and arrived sooner than expected.",5,Great Christmas gift,B005LERHD8,1388620800
"[0, 0]",E. Truman,AB1PEQ3N6MPZ6,"01 3, 2014",I bought a bunch of these inexpensive necklaces on a whim. I thought this one would be my favorite since I'm into the whole owl thing but it turned out to be towards the bottom of this list. The pendant was dirty looking - gems were dull and the metal was tarnished but not in a good way. The necklace itself was flimsy and cheap. Still worth the buck I paid but I couldn't help being disappointed.,3,Ok ... Just ok,B005LERHD8,1388707200
"[0, 0]",Eva,A1MOJJMDH2T2M8,"02 27, 2013","this is really cute, I really love it and it dosen't look cheap, the only thing was that it tool a lot of time to come.",5,I love it,B005LERHD8,1361923200
"[0, 0]",Evangelina,A39JTUG0DPCV2X,"01 26, 2013","Even though the shipping took a few weeks, now that I finally have received it - it's real cute! Just perfect for adding the little something to your outfit. It does not look childish or so, real cute and I am a woman in my late 30's. Can not believe the price, in our mall this would sell  for 12-15 bucks easily. Will buy  more of that style ( and that price...).",5,Love it!,B005LERHD8,1359158400
"[0, 0]",Eva N.,ACGPRUGGT0R7Y,"01 3, 2014",I was so happy when my friend said how much she loved her owl.  She had an owl pic on her site and she is very spiritual and I almost passed on this owl. I went and got her another gift and every page I looked at for other items this owl kept following me around.  I finished all my shopping that day and came back to this owl again and said she must have this. I think it grew on her because I got a couple more messages from her saying how much she loves this owl necklace.  She would be totally honest with me and I asked her questions and she said it is beautiful.  So pleased and she got it on the earlier part of the estimated date of arrival which is another 5 star for the seller. I will say if you are considering the price and thinking no way will this product be as said....please don't hesitate it is worth it and beautiful.  I'm even considering one for myself even though I don't gravitate towards owls myself.  Maybe another product from this seller i will buy for myself..EXCELLENT ALL THE WAY AROUND.,5,Gift for a dear friend who is like my sister...SHE HAS RAVED ABOUT IT SEVERAL TIMES,B005LERHD8,1388707200
"[0, 1]",evelyn,A27O26RWSG2NUH,"09 15, 2013","It arrived ahead of schedule, which still took about two weeks, but it was expected as it is coming from Hong Kong. I haven't wore it yet, but it's super cute and I'm very glad I got it. It wasn't broken, but the chain did break quickly; super easy to fix though. I would definitely recommend it. Only downside is the chain is very long, but I'll take some links off and shorten it.",5,Super cute!,B005LERHD8,1379203200
"[0, 0]",fabiola,A8TWZ1N4FJW7R,"05 15, 2014",Looks rusty old. I didn't like it i just put it in the trash.. i wouldn't recommend this product don't spend your money on this.,1,ugly ugly ugly.,B005LERHD8,1400112000
"[0, 0]",FancifulWhimsy,A30WJZP3WY23OW,"05 22, 2014","This is one of my absolute favorite pendants.  The chain is about as cheap as they come, but just rip it off (if it's not already broken) and put it on your own chain and you have an adorable necklace.  I wear this pendant all the time and always get tons of compliments on it.  It is insanely cheap for how beautiful it is.  I love the colors.  I love the design.  I love the antique-y look to it.  I just love it!  I have worn this so many times that you'd think the stones would fall out of such an inexpensive piece, but they are rock solid.  I bought a few extras of these because it is that great.  I've given them to my mom, sisters, daughter.  This makes an great, inexpensive &#34;just because I love you&#34; gift.  I highly recommend.",5,LOVE this pendant!!!,B005LERHD8,1400716800
"[0, 0]",Fatima,A1GMFWYSQ9N0T4,"02 22, 2014","The Product is Tal Cual sign in the picture, I also like the presentation, comes wrapped in a very cute bag, and get ahead of the forecast, REALLY cute, I believed Price For The Service That was some quality but I was pleasantly surprised. And servivio after sales is good ... until I have sent a mail to ask about the rpoducto accordance with product ...",5,very good,B005LERHD8,1393027200
"[0, 0]","FlamingoNut ""Tracey""",A1RFZGWX46N8H7,"04 29, 2013","I love owls, and although I knew I wasn't going to wear it, I knew I had to have it, especially since it was dirt cheap.  I ended up removing the chain, stringing a piece of jewelry wire through it, added some Swarovski crystal beads and a loop at the top and hung it on my kitchen window.  Unfortunately behind the gems it is solid and no light can pass through, but it makes a lovely ornament regardless.",4,"Great, if you like BIG jewelry, but I prefer it as a window ornament",B005LERHD8,1367193600
"[0, 0]",FLmommy,A10V735AKKTWOR,"12 19, 2013","Arrived in three weeks. Cuter than the picture. I would love to keep it for myself, but we bought it as a gift. Will be ordering another just like it when I get the chance. :)",5,Cuter than the picture~,B005LERHD8,1387411200
"[0, 0]",Forrest,A5TSRI8S17ZBV,"11 29, 2012","I bought this for my wife. She got it in the mail and immediatly called me to say thank you!Yes it is inexpensive, but it is a neat necklace!",5,Very nice!,B005LERHD8,1354147200
"[0, 0]",Frau Brunlich,A117K94NFZEDHT,"10 24, 2013",The owl charm is super cute and for this price is going to make a great little present! The necklace feels but doesn't look cheap.,4,Cute!,B005LERHD8,1382572800
"[0, 0]",Gabby,A3I9292W95USCW,"09 15, 2013",I love the look of this bronze owl and it is a decent length for a necklace. The eyes are big and black and it has a lot of little details that are very cute!,5,Golden Owl is Awesome,B005LERHD8,1379203200
"[0, 0]",Gagsmokefs32,A2YI4WRHX5F74S,"02 9, 2014",another of my favors items  I am always exchanging back and forth with my collections this one goes well with my blue sweater  thank you,5,loved it,B005LERHD8,1391904000
"[0, 0]",gail capson,A3C1HD6PVYV119,"03 29, 2014",I love them I actually sent the bronze one to my daughter in law who loves it they are the perfect size I love that they slip on over my head no clasps to mess with I actually ordered another one .,5,Beautiful looking pieces,B005LERHD8,1396051200
"[0, 0]",Gigi,A391IJ2DH5JJ7O,"02 21, 2014",I bought a few of these for Christmas. The owl itself is gorgeous but the only thing I wish it had was a clasp. It comes with no clasp.,4,Nice.,B005LERHD8,1392940800
"[0, 0]",Gina Haney,A1QCGYEVWLT6Z9,"10 12, 2013",This goes with everything. It is great for every owl lover. It is an eye catcher. I have had many compliments.,5,CUTE!,B005LERHD8,1381536000
"[0, 0]",GlassMelts,A2ZTZM6B8EEKIX,"02 7, 2014","I've had this for a while now.  It's holding up great, the crystals look like they did the day I got it.  It does want to turn backwards no matter which way I wear it, but for the price it can't be beat.",4,Cute,B005LERHD8,1391731200
"[0, 0]",Glenda,AJKGF1DFANXE3,"04 25, 2014",Very nice piece of costume jewelry. Goes with most outfits. Make very sturdy and the chain is very durable. A plus.,5,Precious,B005LERHD8,1398384000
"[0, 0]",Grandma in Louisiana,A1ZBY7DVFPPNCP,"01 27, 2014","This pendant is cute.  I really like it.  I don't consider it antique.  It is more like a well worn piece, but it is okay.",3,Cute Owl Pendant,B005LERHD8,1390780800
"[0, 0]",green.girr,A3P8DF0E4BCG7E,"01 23, 2014",It's a great gift. And it arrived in just a few days. It very bright and very pretty and I bought this one and one that has earrings with it that has different colours so me and my friend can have kind of matching necklaces.,5,Love it!!!!!,B005LERHD8,1390435200
"[0, 0]","GreenMama ""Amanda B""",A1M50TCAUWLIBS,"10 25, 2013","took 20 days to arrive, bought this for my friends 21st b day, she's into owls. arrived in one full piece. the chain is fairly long, hangs to the bottom of my rib cage. the eyes are black, but bright and 3 dimensional, this piece has a lot of dimension. thick metal like material, not flimsy, well except where it's hinged, looks like that connecting pieces should hold up nicely. very nice for how cheap it is!",4,"Took a while, but worth it!",B005LERHD8,1382659200
"[0, 0]",grrlonthego10,A3KITEYHZF02IK,"10 27, 2013",A little more juvenile than I was expecting.  I actually haven't worn this at all yet- just not my style.  But I've held onto it to give as a gift to my niece.,3,eh,B005LERHD8,1382832000
"[0, 0]",HaanaHail,A3RO8N5Y4UF383,"02 14, 2014",this was for a friend. and i just loved it. so you should but it. because its cute and sturdy.,5,SWEET,B005LERHD8,1392336000
"[0, 0]",Heather Richards,A36KOXTKN07WRW,"04 25, 2013",I got 2 of these - one for each daughter - and they both really like it.  A little whimsical and nicely colored.,4,fun necklace,B005LERHD8,1366848000
"[2, 3]",Heather S.,A1Z9PVESRHEED5,"10 31, 2013","I was very skeptical about this piece, for this low price, but wow! This piece is stunning! The jewels aren't the same color as the picture, but that's fine. My jewels are a dark blue for the eyes, light purple and light green on the wings. I was really blown away from the quality. Well worth the money! The only problem is that the chain is really cheap looking, but an easy and inexpensive fix.",5,WOW!,B005LERHD8,1383177600
"[0, 0]",Heidi,ACLHE92ZLG8U8,"12 30, 2013","This is a cute necklace, but you can tell when you feel it that it's cheap. I'm glad I paid less than $2 so I won't cry when it breaks.",3,good but cheap,B005LERHD8,1388361600
"[0, 1]",heidi,A3VT7821BFWLMO,"11 18, 2013","It was cheap and I gave it a shot, why not....SOOO tacky and Claire's looking...maybe for teeny poppers and tweens but don't buy if you want to wear it..",1,pass,B005LERHD8,1384732800
"[0, 0]",helen,AGJI67NBALMVK,"03 7, 2014","costume jewelry, Fun and disposable. Price point matches quality. It's not the most sturdy, but its great for teenager, young adults or simply the young at heart. Its a made is china kind of deal, so keep in mind, you get what you pay for. I really do like mine, where it here and there, not everyday,  buy why would you?",5,product matches pricing.,B005LERHD8,1394150400
"[0, 0]","H. Marie Picard ""Dances With Harleys""",A3IN6RPWX5ML94,"02 13, 2014",This was my second order as it is sooooo beautiful I gave it to my daughter who fell in love with it.  So had to order again for myself!,4,Retro Crystal Owl Pendant,B005LERHD8,1392249600
"[0, 0]",hteate,A1KIUQYH7DT33M,"01 28, 2013",I bought 1 and loved it. Unfortunately I lost it and I like it so much that I purchased another one. These are super cute and you can't beat the price!,5,Buy More,B005LERHD8,1359331200
"[0, 0]",Ice,AVWCILN9IMEEE,"04 7, 2014",I didn't pay attention to the specs on this necklace and bought it at the request of my 12 year old. It's on a pretty long chain and the owl itself is really large. It's a bit much for a younger girl.,4,Huge,B005LERHD8,1396828800
"[0, 0]",I.love.frogs,ANU19469VYBBC,"05 13, 2014","Very cute & adorable. Very colorful. I had ordered these for emergency gifts, but a nosy person snooped & bought them all from me for less than I paid for them",5,beautiful. perfect for people that love owls,B005LERHD8,1399939200
"[0, 0]",Injured wing.,A211W8JLJFDIC0,"06 4, 2013","This was a gift and it was loved by all. I let my friend open the envelope as she loves stamps. It was stamped from China. The Crystal Owl was beautiful, even more than what they showed me.. The gift was well protected from any harm coming to it. The seller came through with flying colors and so did the Owl.  P.C.",5,For an Owl lover and collector,B005LERHD8,1370304000
"[0, 1]",Invaderzim,A37C9JMDE7RKQQ,"11 18, 2013",it is cute but it came in broken in the package then I ended up moving so I couldn't return it,1,came in broken,B005LERHD8,1384732800
"[0, 0]",Irayda Tejeda,A2EBZY1D4B8M5O,"01 15, 2014",I got it for a friend and she loved it. I am very please with the purchase. and seems to be of good quality.,4,cute,B005LERHD8,1389744000
"[0, 0]",Jacqueline Davidson,AY84KEMJB06HX,"03 2, 2014","Loving owls as I do, this pendant caught my eye.  It looks old.  I like it. While it is not something that one cannot live without, it might be ideal for the future birder who is still  in grade school.",4,Owl pendant and chain,B005LERHD8,1393718400
"[0, 0]","Jane Thurmond ""MsBooksIt""",A36PMHOXOSFX4G,"08 16, 2013",Love this necklace. Owls are so cute and in style right now. This pendant is larger than I had expected and I really like that. It's so cute with a simple t-shirt or a maxi dress.I received compliments the very first time I wore it. I expect it'll be a great fall accessory with sweaters and boots. So fun.,5,"Charming little (well, big) necklace",B005LERHD8,1376611200
"[0, 0]",Jasmine,ALPSHYYHX6Q0O,"01 19, 2014","I think this is one of the only products I've ordered on here that was exactly what I expected.It's very cute, hangs down to about mid chest, and has a sturdy chain. Rhinestones are glued on correctly, and overall it's a great necklace!",5,Exactly as shown,B005LERHD8,1390089600
"[0, 0]",Jasmine Moore,A1TWMUCAU35FMV,"07 3, 2014",Adorable,5,Five Stars,B005LERHD8,1404345600
"[0, 0]","Jason Stanhouse (Jason@stanhouse . com) ""J+H ...",A58P1TUC17EL2,"07 5, 2014",I bought this for my wife for 1$ i was not only shocked at the price but at how attractive the jewelry was as it was only 1$. Great item A+++,5,Great item A+++,B005LERHD8,1404518400
"[0, 0]",Jaxxosuna,A18HQ2Z3E9WWG8,"11 17, 2013","I loooove this necklace !!!!! It's so cute and it feels heavy, it doesn't look cheap at all. Well worth it for the price",5,Love it,B005LERHD8,1384646400
"[1, 1]",J. Chambers,A1E1LEVQ9VQNK,"01 19, 2014","At the time I ordered the owl pendant and chain, it cost less than a dollar, including free shipping. I've been ordering some of these inexpensive pieces of costume jewelry from China to give as gifts to the young nieces in our family, and my wife and I have been very pleased with them. The jeweled owl won't fool anyone into thinking that it's expensive jewelry, but it's good costume jewelry. It looks more expensive than it is, and weighing 0.5 ounces, it has the heft of more expensive metal than the zinc alloy it's actually made from.Note that the actual size of the pendant is 1.9&#34;x1.5&#34;. The product description incorrectly shows 3.25&#34;x2&#34;.Delivery from China took 19 days from the time I placed the order.",5,Remarkably nice costume jewelry for the price,B005LERHD8,1390089600
"[0, 0]",Jeanette Spalliero,AVWYFE169YDNS,"07 7, 2014",Beautiful necklaces.  Exactly as pictured.,5,Five Stars,B005LERHD8,1404691200
"[0, 0]",Jeannie Kain,A1EW8OWJ0BM3VO,"12 25, 2013","Super cute and fun.  not solid, but that helps with the free flow movement.  Looks better in real life - very nice piece",5,Fun and colorful,B005LERHD8,1387929600
"[0, 1]",Jeffery B.,A11TXTVCFT246T,"10 3, 2013",Love this cute little own wish I had ordered more lol. I love mine and love the color stones inside it,5,Love it,B005LERHD8,1380758400
"[0, 0]",Jen,A25CUVLNCTDGQO,"10 15, 2012",A cute piece of costume jewelry. Looks just like the picture and has a long chain with it. I really couldn't have asked for more out of my dollar!,5,Cute!,B005LERHD8,1350259200
"[0, 0]",Jen_m,A34861W2UEQKV9,"04 15, 2013","Love it! Unique and cute, adds a pop to my outfits. I have had so many people compliment me on this piece. Totally worth the purchase, and the wait for shipment from overseas...",5,I get so many compliments on this piece!,B005LERHD8,1365984000
"[0, 0]",Jenna of the Jungle,A5GPH59NDWJRB,"12 3, 2012","My 5-year-old daughter is really into owls, so I wanted to find her an owl necklace as a stocking stuffer. This looked too good to be true! For the most part, it does look like it appears on the screen. The gems are bright and sparkly. No complaints there. It's fairly weighty and doesn't seem apt to break. My only disappointment is in the gold tone of the owl and necklace... it looks really garish and cheap. The chain is dull and looks nothing like real gold. This could have been gorgeous in silver, but as an adult, I'd never wear this as is.There is no clasp, but I have no problem fitting it over my head, so I know it'll fit my daughter! It comes to mid-chest on me, so it'll hang pretty low on a child. All in all, certainly worth a shot at the price if this is the kind of thing you're into.",3,"Garish, But It Works",B005LERHD8,1354492800
"[0, 0]",Jennifer Christian,A2Z3EOU60YAOO3,"11 27, 2013",These turned out to be too big and gody for me. I don't really like them but will put them on someone's package.,3,Cute but too big.,B005LERHD8,1385510400
"[0, 0]",jennifer,A2N4URI1QI12U1,"01 22, 2014",I love the design and shape of this piece. I get a lot of compliments on it and wear it all the time. My favorite in my collection,5,my favorite piece,B005LERHD8,1390348800
"[0, 0]",Jennifer,A2MA0THFV3B2GA,"03 18, 2014","The necklace itself it adorable, but every time I wear it, it turns around like it's front heavy. Maybe if it was on a shorter chain, but still pretty cute.",2,"Super cute, but turns around",B005LERHD8,1395100800
"[1, 1]","Jennifer Mathesz ""trinity52607""",A3QJR243PD45N5,"01 3, 2014","This is very cute.  It's not really my style so I don't know how often I'll wear it, but for the price I had to get it.  Doesn't seem cheap, but the size is bigger than I expected.  I never did look at the dimensions, so it's my fault.  Nice stones, nice bronze finish.  Pleased",4,"Cute, but bigger than expected",B005LERHD8,1388707200
"[0, 0]",jericorn,AH9D6UNA3HWAA,"02 15, 2014","Very cute, small and has lovely colors. Was very impressed. bought a second one for my friend and she even loved it.",4,Pretty!,B005LERHD8,1392422400
"[0, 0]",Jessica Biron,A2MCHPS7RXNCL6,"05 27, 2014","I love this little necklace.  Its super cute, and super fun, that I put it with all sorts of outfits.  The only downside is that it doesn't face front or back, it faces to the side due to where the hoop is place don the chain, so sometimes it ends up backwards.  I keep meaning to take a pair of needle nose pliars and change it, but eh, its still cute even from the back!",5,Sooo Cute!,B005LERHD8,1401148800
"[0, 0]",Jessica,A88YXQIS8RXQ1,"01 22, 2014","Chain and pendant were both better material then I expected. It's just as pictured, so it's super cute in my opinion ^-^",5,Cute!,B005LERHD8,1390348800
"[0, 0]",Jessica Rose,A2J8MNYB7PMLNE,"04 17, 2014",Lots of compliments on this good necklace supercheap fast delivery and good length when you wear it perfect condition happy with my results,5,Colorful!!!,B005LERHD8,1397692800
"[0, 0]",jessi,A3LY749Q2Q3W7S,"03 22, 2013",Adorable owl piece. Very long and not an adjustable chain but other than that it is absolutely perfect. Simple and fun,4,love owls,B005LERHD8,1363910400
"[0, 0]",Jgraley,A1T94B0FKJ74QZ,"04 16, 2014",order this for a gift for a friend pretty good so far I mean of course it is just costume jewelry but it defeated the purpose of a good gift it was the thought that counted,4,good products great price,B005LERHD8,1397606400
"[0, 0]","JivusTurkus ""Jive Turkey""",A2I6YWMQHJ4BXN,"02 3, 2014","Perfect and reasonably priced small gift for a lady. Came in some sketchy Chinese packaging however, I was halfway scared to open it.",4,Got it as a gift,B005LERHD8,1391385600
"[0, 0]","JMelton ""JMelton""",A4WFQCDSIL95K,"11 21, 2012","I always get compliments on this necklace when I wear it out. I think that the jewels are a little brighter than it seems from the picture, but it is still very pretty!",5,Love this!,B005LERHD8,1353456000
"[1, 1]",J. Nice,A1RFYZHZP79VC7,"11 25, 2013",So pretty!! Got this for my best friend as a Christmas gift. She loves owls & it's so pretty!! Love it!,5,Owl Necklace,B005LERHD8,1385337600
"[0, 0]",joanna,AB4BTTDRSQTO5,"06 11, 2014",cute but tacky liked how light it was and how easy it was to wear but think it should be made with better metal,5,so cute!,B005LERHD8,1402444800
"[0, 0]",Joann Andersen,A183TEV2X7CBCP,"10 26, 2013",I like the necklace but I ordered the earings with them and I only received the necklace.  So I hope the earings with be coming soon because they are so cute together.,3,granddaughters,B005LERHD8,1382745600
