asin,count,star
B002R0F6YQ,10,4.9
B002R0F80I,5,4
B002R0FAO2,6,4.833333333333333
B002R0FD7G,9,4.666666666666667
B002R1UG22,7,4.714285714285714
B002R2DPHO,8,4.5
B002R5A4O8,5,5
B002R7WP6G,11,3.8181818181818183
B002R81AV6,6,5
B002R9NISS,19,4.473684210526316
B002R9U002,5,4.8
B002RADHJC,211,3.943127962085308
B002RADHMO,11,4.090909090909091
B002RAEVJW,7,3.5714285714285716
B002RC61RK,13,4.153846153846154
B002RF53VM,11,4.2727272727272725
B002RGJRF4,12,3.5
B002RHPSYM,8,4.125
B002RL87OQ,9,4.444444444444445
B002RL9W9A,6,5
B002RM93SO,9,3.2222222222222223
B002RPHDCO,11,4.2727272727272725
B002RS26LE,23,4.086956521739131
B002RS577O,15,3.933333333333333
B002RS6B0Q,11,4.090909090909091
B002RS6GYW,8,4.5
B002RSBTVM,8,4.875
B002RSD050,6,4
B002RT7A1Y,5,3.8
B002RV7OFY,25,4.28
B002RW1HME,23,4.608695652173913
B002RWJ7A8,9,4
B002RWJ7PI,12,4.75
B002RWJ7YO,15,4.533333333333333
B002RWKYNC,14,4.5
B002RWL0CG,8,3.875
B002RWL2OC,5,4.4
B002RWL378,7,4.428571428571429
B002RWL4VI,5,4
B002RWL6GQ,9,4.333333333333333
B002RWUJPA,8,4.25
B002RZQIDO,22,4.318181818181818
B002S0MYFY,11,4.2727272727272725
B002S2AU58,6,3.8333333333333335
B002SAURR6,20,5
B002SAW2WE,8,4.375
B002SCCN2G,11,3.8181818181818183
B002SCEXSI,7,4.142857142857143
B002SD6PTW,11,4.181818181818182
B002SD7H6C,5,5
B002SDA7L4,5,4.2
B002SE53JE,22,3.772727272727273
B002SE8JPO,10,3.4
B002SG6D5U,27,4.777777777777778
B002SG6DSC,5,4
B002SG6DYG,5,4.8
B002SG8E98,79,4.468354430379747
B002SHLKUW,25,4.32
B002SK5GT0,12,4.5
B002SK5HA8,5,3.8
B002SLH40S,6,4.333333333333333
B002SRF6AW,5,4.4
B002SSUQF6,12,3.75
B002SSUQFG,49,4.346938775510204
B002SVEJYC,13,4.076923076923077
B002SW3EUG,27,4.185185185185185
B002SW3SNY,8,4.125
B002SW40CW,8,4.625
B002SW44L4,5,3.8
B002SX533Q,10,5
B002SZ7TU4,17,3.823529411764706
B002SZDPRA,5,5
B002SZN4P8,13,4.384615384615385
B002SZYBAA,9,4.444444444444445
B002T04QEA,6,3.5
B002T04QHW,9,3.6666666666666665
B002T0BRNI,6,3.5
B002T1FS64,10,3.9
B002T1FT0E,6,3.6666666666666665
B002T1FTGI,8,4.125
B002T1FTU4,11,3.909090909090909
B002T1FU7G,5,3.8
B002T1FV2U,49,4.204081632653061
B002T1FVW0,5,3.4
B002T1M8A8,7,5
B002T339TU,5,3.2
B002T3BTYM,5,4.4
B002T3DBKW,10,3.9
B002T3MGO4,5,4.6
B002T3QKFK,7,4.285714285714286
B002T6GT44,9,4.111111111111111
B002T6UD28,5,4
B002T9NMOQ,8,4.375
B002TAJFZK,7,4.428571428571429
B002TAS312,8,4
B002TDG9T2,11,4
B002TDP4D4,13,4.461538461538462
B002TECJN6,17,4.0588235294117645
B002TEHMEM,7,4.571428571428571
B002TJQSWO,13,3.8461538461538463
B002TKM35Y,5,4
B002TKPNSI,6,4.333333333333333
B002TLJYQY,5,4.8
B002TLTROI,20,4.55
B002TLTS88,9,4.666666666666667
B002TLUF6W,11,4
B002TLUFDA,19,4.368421052631579
B002TMCMNU,5,4.2
B002TN5MPY,6,4.166666666666667
B002TN9PHA,6,4.833333333333333
B002TNMJR8,25,4.36
B002TNOCNW,12,4.166666666666667
B002TNOCX2,10,4
B002TNZQMS,6,4.333333333333333
B002TOL5LI,9,4
B002TOL5P4,8,4.375
B002TOL5UE,8,3.5
B002TOL5Z4,8,4.125
B002TOL69E,6,4.333333333333333
B002TOL8HO,5,4.8
B002TP8PDI,6,4.166666666666667
B002TPU0D6,9,4.555555555555555
B002TPYA2S,8,4.125
B002TSA05Q,5,4.6
B002TSA1Z0,13,4.384615384615385
B002TSBGB8,29,4.413793103448276
B002TSBTEW,9,4.444444444444445
B002TSBTF6,8,4.375
B002TSQDPC,6,4.666666666666667
B002TU8M5Y,5,4.4
B002TUH6ZG,9,4
B002TUIA2O,6,3.5
B002TUSNSU,8,3.875
B002TW57OG,22,4.454545454545454
B002TX6GE0,14,4.428571428571429
B002TX6S3Y,10,4
B002TX6U0K,6,4.666666666666667
B002TX6U14,35,3.6857142857142855
B002TXIAD0,15,4.266666666666667
B002TXIDSC,7,3.7142857142857144
B002TXJZ0M,7,4.285714285714286
B002TXLJCO,20,3.95
B002U0HJKW,5,4.8
B002U5CVC8,5,4.2
B002U6PXG8,14,4.428571428571429
B002U82PA8,7,4.285714285714286
B002UAI3F2,8,4.625
B002UD3NH2,5,4.8
B002UD4UCY,9,4
B002UD4UQU,8,4.875
B002UF9CDY,5,4.4
B002UIAPVE,33,4.090909090909091
B002UJIVRI,5,4.6
B002UMC4YQ,7,4.285714285714286
B002UMNDF0,6,4.666666666666667
B002UQC19K,24,3.5833333333333335
B002USCHLU,14,4.785714285714286
B002USIOJ4,7,3.857142857142857
B002USNWO6,8,4.875
B002USPKJG,6,4.666666666666667
B002UTJVMM,5,4.2
B002UUTXKQ,14,3.9285714285714284
B002UXRZOO,16,4.125
B002UXS1XS,16,4.3125
B002UZ9GGM,8,4.25
B002V04OKO,14,3.642857142857143
B002V1H37Y,25,3.96
B002V1H3A6,11,4.454545454545454
B002V1SQPM,12,4.916666666666667
B002V44LTO,44,3.909090909090909
B002V6TV9M,6,3.8333333333333335
B002V72BM0,31,4.419354838709677
B002V919NK,11,4.363636363636363
B002V919NU,8,4.375
B002V919OO,22,4.5
B002V919OY,8,4.5
B002V92YI4,31,4.612903225806452
B002V92YWA,6,4.166666666666667
B002V9WPMO,9,4.555555555555555
B002VBIY9U,5,4.4
B002VCNP48,16,4.75
B002VEUOXG,6,4.166666666666667
B002VGZKKG,6,5
B002VH6DYM,5,3.8
B002VHF9HY,56,4.767857142857143
B002VIDWV8,61,4.377049180327869
B002VJJCP2,11,4
B002VJJF3Q,8,4.5
B002VJJF40,5,5
B002VJJVEE,7,4.285714285714286
B002VJJVUI,6,3.6666666666666665
B002VJJVXU,6,4.833333333333333
B002VLBA8M,32,4.4375
B002VLZH1S,31,4.129032258064516
B002VONRIK,16,4.8125
B002VORCU4,5,4.4
B002VQ7VY4,13,3.769230769230769
B002VQFHN6,6,4.5
B002VQI0V2,12,4.333333333333333
B002VRNENU,5,4.6
B002VRNL2E,7,3.7142857142857144
B002VRNMWI,5,4
B002VRPTVA,6,3.8333333333333335
B002VS6QSE,5,3.8
B002VS8H3G,35,4.285714285714286
B002VUCBX6,12,4.083333333333333
B002VUCC3K,11,4.545454545454546
B002VW68HO,9,4.333333333333333
B002VWDR78,44,3.6818181818181817
B002VWKR3U,5,4
B002VXRFS4,9,4
B002W6Z15Y,12,3.6666666666666665
B002W70W52,6,4.333333333333333
B002W70ZDQ,5,4.4
B002W7XML8,11,4.818181818181818
B002W8SKYQ,6,5
B002WC8JXE,6,3.6666666666666665
B002WC8ZFG,6,4.833333333333333
B002WC8ZHE,5,4.8
B002WDFDU0,5,3.6
B002WF49F8,29,4.344827586206897
B002WG6YTQ,7,4.428571428571429
B002WG8ZNE,7,4.142857142857143
B002WGCS78,6,4.333333333333333
B002WGEJKM,7,4.714285714285714
B002WI8TZQ,7,4.142857142857143
B002WIDWPS,6,5
B002WIFXHI,5,4.4
B002WIHRSG,5,4.6
B002WILIX6,7,4.428571428571429
B002WJIQA8,5,4.8
B002WN183Q,6,4.833333333333333
B002WN2SY4,14,4.571428571428571
B002WNXMI0,5,3.2
B002WO63B2,5,4.2
B002WO7BJU,14,4.428571428571429
B002WP41KQ,5,3
B002WPZSCQ,5,3.6
B002WPZUD8,5,4.4
B002WRDIKI,8,4.25
B002WRFLGM,6,5
B002WTC6DG,23,4.478260869565218
B002WTC6EA,9,4.555555555555555
B002WTCFIM,5,3.6
B002WURL0S,9,4.333333333333333
B002WUVOBA,29,4.517241379310345
B002WVJE2U,6,4.833333333333333
B002WWBK7Q,15,4.466666666666667
B002WWT9J2,10,4.8
B002WYKGJM,9,4.222222222222222
B002WYKIG8,6,3.6666666666666665
B002X04Z56,48,4.541666666666667
B002X0JBQ4,5,4.6
B002X34IJ6,10,5
B002X35PXY,8,4
B002X5ODG2,5,4.6
B002X78T42,10,4.6
B002X78VU4,14,4.5
B002X78VY0,23,3.9130434782608696
B002X78W2Q,9,3
B002X8FSK4,9,3.888888888888889
B002X9MY82,6,3.3333333333333335
B002XB2EG2,5,4.2
B002XC6VYM,16,4.1875
B002XCNP8M,26,4.576923076923077
B002XCNW94,7,4.428571428571429
B002XCNX5M,6,3.8333333333333335
B002XDQFJC,6,4.666666666666667
B002XDQFLA,6,4.166666666666667
B002XFI7YG,12,3.5
B002XG5HR0,12,4.333333333333333
B002XGCZPC,5,4.4
B002XGSXZS,5,5
B002XGSY66,7,5
B002XGZT5K,26,4.153846153846154
B002XITUFS,5,4.6
B002XKHQDY,8,4.625
B002XKNXHW,6,3.8333333333333335
B002XKO0HO,19,4.631578947368421
B002XKPYG0,18,4.333333333333333
B002XKS19C,39,4.230769230769231
B002XNKJ94,9,4.666666666666667
B002XQ1O6I,9,3.5555555555555554
B002XRH0KG,12,5
B002XS52PA,7,4.714285714285714
B002XULN5Q,6,3.5
B002XULOUK,17,4.0588235294117645
B002XV44Q0,20,3.45
B002XVEEVA,46,3.9565217391304346
B002XXRVQI,21,4.666666666666667
B002XZKY56,6,4.833333333333333
B002XZMCQ0,16,4.3125
B002XZMCSI,5,4
B002Y23HUW,6,2.1666666666666665
B002Y4BDCY,8,4.5
B002Y51JRM,24,4.833333333333333
B002YADS4Y,5,5
B002YAL7F6,15,4.4
B002YBAH06,6,4
B002YBAH0Q,7,4.857142857142857
B002YBAL3O,5,3.6
B002YBAL5C,9,4.222222222222222
B002YC83MO,9,4.333333333333333
B002YCTGA2,13,4
B002YDGR3A,12,4
B002YIP7T0,7,4.857142857142857
B002YIP89E,12,4.583333333333333
B002YIP8V2,19,4.894736842105263
B002YIP97U,19,4.947368421052632
B002YIP9IE,10,4.7
B002YIP9UC,5,5
B002YIPA5G,6,4.833333333333333
B002YIPAGA,18,4.888888888888889
B002YIPAP6,5,4.8
B002YIPBCI,14,4.5
B002YIPBL4,25,4.88
B002YIPBV4,9,4.666666666666667
B002YIPCEK,6,4.833333333333333
B002YIPCJA,8,4.625
B002YIVVTA,5,4.6
B002YIXYUO,6,4.333333333333333
B002YJGBZI,5,2.8
B002YJTA4M,6,2.3333333333333335
B002YLGR46,11,4.545454545454546
B002YLKW9M,14,4.785714285714286
B002YM3E7I,7,4.714285714285714
B002YM52L4,8,4.75
B002YM53SG,7,4.714285714285714
B002YM54HG,5,4.2
B002YM70HI,12,4.916666666666667
B002YM70QO,13,4.384615384615385
B002YN977I,5,4.6
B002YOMJPY,32,4.09375
B002YOMOKO,56,3.7142857142857144
B002YOSISQ,5,3.8
B002YQ2FVA,9,2.5555555555555554
B002YQ2G1Y,9,4.111111111111111
B002YQ2GF0,14,4
B002YQU6KC,9,3.3333333333333335
B002YR1BQY,6,4.5
B002YSYV9W,39,4.410256410256411
B002YT0WQ2,5,4
B002YT82KA,6,4.5
B002YUGLDO,7,4
B002YWZUXE,5,4.8
B002YWZUZC,13,4.615384615384615
B002YYMSD2,17,4.235294117647059
B002YYR2LA,8,4
B002Z020DS,10,4.3
B002Z5ZGKW,5,3.4
B002Z7EOGW,19,4.157894736842105
B002Z7F12I,29,3.6551724137931036
B002Z8WDVO,19,4.2631578947368425
B002ZB87ZC,19,4.157894736842105
B002ZDPV4A,23,4.3478260869565215
B002ZE023E,5,2.6
B002ZF463K,13,4.538461538461538
B002ZF49V4,8,4.875
B002ZG4V4I,16,4.5625
B002ZG7RCQ,20,4.5
B002ZG7RF8,10,4.8
B002ZG7RG2,11,4.7272727272727275
B002ZIZMVW,10,4.2
B002ZIZMW6,7,4.428571428571429
B002ZLOH1A,24,4.583333333333333
B002ZLOIUU,19,4.526315789473684
B002ZLOY2W,5,5
B002ZLWFO6,11,3.1818181818181817
B002ZMHDI8,12,4.25
B002ZQDAVI,5,4.2
B002ZVOKBC,8,4.75
B002ZVPQ5Q,9,4.666666666666667
B002ZY6IFU,11,4.7272727272727275
B00300HGTK,13,3.230769230769231
B00303IH3G,11,4.636363636363637
B00305LCXG,7,4.857142857142857
B0030619GK,7,4.142857142857143
B00306GBVI,13,3.6153846153846154
B00307CF8U,5,3.8
B00307RY0Y,7,4.571428571428571
B00307SVME,6,4.833333333333333
B00308JD3O,7,4.142857142857143
B00308OLDG,5,4
B00308RY6C,6,4.333333333333333
B00309HQPK,19,4.105263157894737
B0030AH9VU,8,4.875
B0030AI1H6,26,4.423076923076923
B0030B16BS,20,4.85
B0030BELDS,17,4.588235294117647
B0030BELFQ,13,4.153846153846154
B0030BEXK4,11,4.545454545454546
B0030BFYY8,5,4.2
B0030BG7BC,5,4.6
B0030BX8YQ,5,5
B0030C2SAK,9,4.333333333333333
B0030CM2YC,8,4.5
B0030CQDOC,8,4.75
B0030CRPMQ,5,4.6
B0030CTQ8M,5,3.8
B0030DFF90,6,3.3333333333333335
B0030DFF9A,13,4.6923076923076925
B0030DFF9K,5,5
B0030DFJ1Y,13,4.615384615384615
B0030DJT8S,5,5
B0030DL3FA,6,3.5
B0030EIYQ0,7,5
B0030EJERS,6,4.333333333333333
B0030FLD08,8,4.75
B0030FW6SG,7,4.142857142857143
B0030H83ZY,5,3.4
B0030HMGXE,13,4.615384615384615
B0030HMRGA,5,4.8
B0030IMYVC,21,4.142857142857143
B0030INCVS,5,3.6
B0030IU8E2,18,4.444444444444445
B0030J2IOE,8,4.5
B0030KAHC8,5,3.6
B0030MIILI,6,4
B0030MIMG4,5,4.8
B0030MJ1AK,5,4.8
B0030RBFK4,5,4.4
B0030XTNEI,7,3.7142857142857144
B0030ZRJOC,5,4.2
B0030ZRXG6,6,4.666666666666667
B00310BO56,11,4.636363636363637
B003111MIO,10,4
B0031566UO,12,4
B003182LZA,5,3.2
B003186KLQ,5,4.4
B00318721S,11,3.727272727272727
B00318B6R4,10,5
B0031CAWMU,8,4.375
B0031DQB3S,6,4.333333333333333
B0031ESMRK,8,4.75
B0031KL0CS,5,4.4
B0031MAFMM,5,3.6
B0031MAHWA,16,4.3125
B0031MAIEW,5,4.2
B0031MAIKG,6,4.166666666666667
B0031MAJ6E,19,4.315789473684211
B0031N73H6,5,4.6
B0031P6WSK,5,4.6
B0031Q1KMC,23,4.304347826086956
B0031QP6FO,9,4.222222222222222
B0031QP6V8,8,4.75
B0031RFZ9A,5,5
B0031RGST6,14,4.285714285714286
B0031S8WMQ,8,4.375
B0031S8Y4M,5,3.8
B0031TNWWU,5,4.6
B0031U0NFI,8,4.625
B0031U0NR6,7,5
B0031U0NVC,18,4.666666666666667
B0031U0NXA,58,4.655172413793103
B0031U0OP2,27,4.518518518518518
B0031U0OWU,24,4.541666666666667
B0031U0P24,57,4.56140350877193
B0031U0PBK,24,4.375
B0031U0PH4,12,4.916666666666667
B0031U0PLK,8,4.375
B0031U0PO2,105,4.438095238095238
B0031U0PWY,12,4.333333333333333
B0031U0QAU,8,4.625
B0031U0QBO,38,4.2105263157894735
B0031Y6CK4,7,4.714285714285714
B0031Y6DMQ,6,3.6666666666666665
B0031Y6I2Q,5,3.2
B0031Y6I3U,6,4.166666666666667
B0031Y6I44,11,3.909090909090909
B0031Y6MTA,26,4.730769230769231
B0031Y6O6Q,11,4.636363636363637
B0031Y6OQG,5,4.4
B0031Y6PC4,6,4.333333333333333
B0031Y6Q5K,10,3.9
B0031Y6U7E,9,3.7777777777777777
B0031Y6W72,5,4.6
B0031Y6WJK,5,5
B0031Y6Z2Y,6,3.8333333333333335
B0031Y6ZBU,17,4.235294117647059
B0031Y717M,10,4.1
B0031YF9SU,5,4.8
B003299WUU,6,4.666666666666667
B0032AMW0G,23,3.782608695652174
B0032AMW38,16,4.1875
B0032AMW4W,5,4.2
B0032AMW56,11,4.636363636363637
B0032AMW5G,5,4.2
B0032EXYFY,8,3.75
B0032FOJ8Y,5,3
B0032FOSI0,8,4.375
B0032FOTAC,6,4.833333333333333
B0032FOTCK,16,4.8125
B0032FP0DW,21,4.142857142857143
B0032FY3TY,16,3.8125
B0032GPXK6,5,3.6
B0032HZ59Y,10,3.6
B0032JEGAQ,5,4.8
B0032N1VZK,14,4.428571428571429
B0032O6AC8,12,4.25
B0032OCHSE,8,3.875
B0032OU5DI,89,4.617977528089888
B0032UWN6Y,20,4.75
B0032XTI6E,11,4.090909090909091
B0032XV8PS,9,4.222222222222222
B0032XVJMU,8,4.25
B0032XX54A,7,4.142857142857143
B0032XXSUQ,59,4.101694915254237
B0032XXTBO,12,4.166666666666667
B0032YRQOE,10,4.2
B0032YTUPC,5,4.4
B0032YTV4M,13,4.384615384615385
B0032Z6Y46,7,4.857142857142857
B003304L1I,5,5
B00330MBIS,9,4.111111111111111
B00330NAEC,9,4.111111111111111
B003310LI4,9,4.222222222222222
B003314S2O,5,5
B003317BF0,5,4.6
B003319BZ8,8,4.75
B00331BZT8,9,4.777777777777778
B00331D1C2,47,4.425531914893617
B00332FHPA,5,4.6
B00332FHV4,8,4.375
B00332FHW8,6,4.666666666666667
B00332FI5E,6,4.833333333333333
B00332FW9Q,9,4
B00332FWHI,9,4.333333333333333
B0033399JO,7,4.428571428571429
B00333LGVS,5,4.8
B00334IV4M,5,3.8
B00335I1WI,30,4.333333333333333
B00335I2Y0,23,4.6521739130434785
B00335YSY8,5,4.4
B00336EYG4,5,3.8
B00336EYHI,7,3.2857142857142856
B00336EYJQ,5,4
B00336EYNC,13,4.3076923076923075
B00336EYUK,5,5
B00336EYW8,10,4.4
B00336EYXM,8,4.75
B00336EYYG,6,4.833333333333333
B00336EYZ0,6,4.833333333333333
B00336EYZK,11,4.636363636363637
B00336EZ36,16,4.25
B00336FWG0,6,4.333333333333333
B00336FX9G,7,4
B00336FZ2Q,10,3.6
B00336FZEO,9,3.888888888888889
B00336FZVW,6,4.333333333333333
B00336G72S,9,4.777777777777778
B00336G7VY,7,4.857142857142857
B003379XL4,8,3.5
B00337KBG0,6,3.3333333333333335
B0033BJSWE,5,4.6
B0033ENH1E,13,3.076923076923077
B0033HKRD2,13,4.076923076923077
B0033IEZP2,19,4.2631578947368425
B0033IJDM2,12,3.1666666666666665
B0033PRG56,9,4.333333333333333
B0033RIUB8,7,3.7142857142857144
B0033RSLJY,11,4.181818181818182
B0033U07RK,6,4.333333333333333
B0033UIOWK,70,4.285714285714286
B0033UVINW,8,3.125
B0033WCQTU,5,4.4
B0033WDAXQ,12,4.833333333333333
B0033ZFEXM,9,4
B0033ZH1GK,13,3.923076923076923
B0033ZJ3K2,25,4.04
B00341HH4E,16,4.125
B00342VVCW,12,4.666666666666667
B00344F5AO,7,4.285714285714286
B00346VWEA,36,4.277777777777778
B003479D18,21,4.904761904761905
B00347A614,12,4.333333333333333
B00348HA26,7,3.5714285714285716
B00349UX24,9,4.333333333333333
B0034CA9QQ,23,4.478260869565218
B0034CF81W,7,4.428571428571429
B0034G54BM,36,4.027777777777778
B0034G558E,21,4.523809523809524
B0034G5KAC,12,4.416666666666667
B0034G658S,26,4.076923076923077
B0034G65B0,50,4.08
B0034G65CO,23,3.9130434782608696
B0034G65GA,36,3.638888888888889
B0034G65MO,5,3
B0034G65O2,9,3
B0034G65PQ,24,3.9166666666666665
B0034G65V0,47,4.361702127659575
B0034G65WY,7,4
B0034G67H2,19,4
B0034G67J0,7,3.4285714285714284
B0034HK0L0,8,3.875
B0034IFTN8,7,4.428571428571429
B0034L23WA,5,4
B0034OQ38C,10,4.4
B0034ORYNK,14,4.5
B0034PHYEI,5,4.4
B0034RKM9U,8,4.875
B00350UA6Q,8,4.25
B00351XOMC,5,4.6
B00352KJ9C,9,3.7777777777777777
B00352L1SA,5,4.6
B00352L1T4,6,4.5
B003543D1G,7,4.428571428571429
B00354AD0A,50,4.28
B00354QU20,5,4
B00354QV8S,21,3.380952380952381
B00354R3QC,7,4
B003552Q0O,6,5
B003552QAO,17,4.823529411764706
B003552QFO,10,4.4
B003554H9M,14,4.071428571428571
B00358TPNW,17,4.647058823529412
B003598DEI,23,4.391304347826087
B00359AE5O,13,4.538461538461538
B00359FGUW,10,4.4
B00359Y4SM,10,3.6
B0035E196C,7,4
B0035EEO1Y,5,4
B0035EPNTG,6,4
B0035EPVQQ,17,3.8823529411764706
B0035F85LI,14,4.5
B0035F9TO0,18,2.9444444444444446
B0035FGF4W,5,4
B0035FWEYM,5,3.4
B0035FYWKQ,25,4.36
B0035FZJY4,9,4.888888888888889
B0035FZK02,9,4
B0035FZK0C,5,4.2
B0035FZK16,7,4.857142857142857
B0035FZK52,11,4.636363636363637
B0035FZK66,7,4.857142857142857
B0035FZK7A,5,4.6
B0035FZK98,5,5
B0035G2M0M,8,4.375
B0035GCS2O,8,4
B0035GPZOW,6,3.6666666666666665
B0035JK5N0,5,4.6
B0035K1PR4,26,4.076923076923077
B0035K5IYU,6,4.666666666666667
B0035LBUFA,7,4.428571428571429
B0035LBW8K,18,4.333333333333333
B0035LBXUM,21,3.857142857142857
B0035LBXXY,32,4.28125
B0035LC3AQ,19,4.684210526315789
B0035LC694,8,4.75
B0035LCM5M,33,4.090909090909091
B0035LCORI,6,4.166666666666667
B0035LCPM2,9,4.777777777777778
B0035LD2X8,5,4
B0035LWORI,20,4.1
B0035N0F4A,5,4.8
B0035OWJHU,5,5
B0035OZWSS,8,4.375
B0035P3VB2,5,4
B0035QJVXS,10,3.5
B0035QLRKS,6,4.5
B0035QP0DS,11,4.090909090909091
B0035QP0EC,11,3.6363636363636362
B0035QQO2O,5,4.6
B0035QWEPK,9,4.333333333333333
B0035RJN3A,10,4.7
B0035SMX0E,6,4.166666666666667
B0035W43DA,5,3.8
B0035WTMHM,8,4.25
B0035WTSL2,16,3.5
B0035XOYH4,14,4.428571428571429
B0035XZFKY,9,4.333333333333333
B003607QSK,17,4.117647058823529
B00361E9OS,6,4.833333333333333
B00361FW5I,7,4.714285714285714
B00362QMYM,5,4.6
B00362RGQK,26,3.730769230769231
B00363JPCM,26,4.653846153846154
B00363UW8S,15,4.533333333333333
B00363VMBY,5,3.2
B00363WRMM,8,4.25
B00363XKJQ,12,4.166666666666667
B003647FOG,21,4.095238095238095
B00365F9TI,10,4.9
B00366DZZM,6,4.5
B00367DEZ2,5,4.8
B00367P50Y,7,4
B00367P53Q,11,4.363636363636363
B0036856X4,6,3.3333333333333335
B00368BBWE,15,4.533333333333333
B00368CL0A,49,3.510204081632653
B003698YBY,5,2.4
B0036994M2,30,4.266666666666667
B00369FFHK,5,4
B0036BBKZO,6,4.833333333333333
B0036BT8OO,5,3.6
B0036BYRJU,7,4.571428571428571
B0036C8F4M,8,4.875
B0036DEC7U,5,4.2
B0036DET50,9,4.333333333333333
B0036DRWKO,8,4.375
B0036F326A,18,4
B0036F593E,5,4
B0036F9LVK,20,4.8
B0036FFHBS,31,4.290322580645161
B0036FSXI2,19,3.9473684210526314
B0036FT05C,6,4.333333333333333
B0036FT1EW,10,3.9
B0036FU2BI,24,4.208333333333333
B0036FU330,6,3.3333333333333335
B0036FU4KW,8,4.125
B0036G7C8S,6,4.333333333333333
B0036GR4H2,9,3.888888888888889
B0036HAE0K,10,4.8
B0036J629U,9,3.2222222222222223
B0036J63OE,13,3.769230769230769
B0036JDQIA,6,4.5
B0036LOM8Q,5,4.2
B0036MPF0E,7,4.857142857142857
B0036NJ3MY,5,4.2
B0036OS07W,5,4
B0036OS0FE,5,4.4
B0036OS1RQ,5,2.8
B0036OS2BQ,7,4.142857142857143
B0036OS2IO,5,5
B0036OS3DS,18,4.388888888888889
B0036OS42S,9,4.666666666666667
B0036OSH3O,7,4.285714285714286
B0036P46JM,32,4.59375
B0036S2D80,52,4.25
B0036S2DCQ,18,4.277777777777778
B0036S3UAA,9,4.888888888888889
B0036S5WZG,7,3.857142857142857
B0036TK1EC,5,4.2
B0036U6MOO,9,5
B0036UM7MK,6,4.5
B0036UQVEK,13,4.230769230769231
B0036UURAE,6,4.666666666666667
B0036UVM2Q,5,4.2
B0036VN8JK,9,4.111111111111111
B0036VNOG2,6,4.5
B0036VNRE6,9,4
B0036VOWG8,10,4.4
B0036WSVOQ,30,4.733333333333333
B0036XLMOQ,31,4.419354838709677
B0036XNGY0,24,4.791666666666667
B0036Z32LA,5,3.6
B0036ZA2MM,5,4.4
B0036ZDQ1Q,17,4.529411764705882
B0036ZFV4Q,5,3.8
B0037252II,10,4.1
B0037252M4,5,4.4
B003725TAY,23,4.434782608695652
B003725TE0,5,4.4
B003725TEA,7,4.285714285714286
B0037265GG,5,4
B0037266BU,7,5
B00372EREI,16,4.5625
B00372LCWI,17,4.529411764705882
B00373OKRG,12,4.083333333333333
B00373Y85A,8,3.875
B00374FVH8,28,4.5
B00374FWC2,48,4.229166666666667
B00374HRWA,76,4.171052631578948
B00374HS38,15,3.933333333333333
B00374JVHE,7,4.571428571428571
B00375G1QC,17,4.411764705882353
B00375L6GW,5,4.2
B00375MCYM,11,4.545454545454546
B0037781TK,5,4.4
B00377CYSY,24,4.583333333333333
B00377D096,8,5
B00377GYBC,7,3.857142857142857
B00377NGPO,15,4.333333333333333
B00378LD8A,24,3.9583333333333335
B00379SC1K,5,3.6
B00379TJDU,5,4.4
B0037AN4LM,14,4.5
B0037B0KKY,8,4.625
B0037C0VPC,8,2.375
B0037DJMNS,6,4.333333333333333
B0037DX1N0,5,4
B0037EZAAQ,23,3.5652173913043477
B0037HP288,23,4.173913043478261
B0037HPFAI,11,4.090909090909091
B0037HPHXI,5,4.8
B0037HS1U4,14,4.642857142857143
B0037HTT6O,8,4
B0037IZ0IY,10,4.3
B0037IZ7AA,10,2.7
B0037KLG4O,5,4.2
B0037KLHZC,6,4.5
B0037KLL9E,14,4.142857142857143
B0037KMI1O,21,4.476190476190476
B0037KMI5U,6,4.333333333333333
B0037KMLWK,8,3.125
B0037KMTAE,39,4.0256410256410255
B0037LM7UU,9,3.888888888888889
B0037M2OSO,5,4.8
B0037M4O82,12,3.8333333333333335
B0037NBGUK,10,3.8
B0037NFTP8,5,5
B0037NYGA2,7,5
B0037NYGCA,5,4.8
B0037OI4V8,5,4
B0037T2TRI,10,4.8
B0037TIDY6,18,4.722222222222222
B0037TPECK,14,4.5
B0037TVRQ2,11,4
B0037UZAQY,24,4.708333333333333
B0037UZIZM,7,4.142857142857143
B0037W68JA,7,4.285714285714286
B0037WYFWC,11,3.727272727272727
B0037WZ2YC,11,4.363636363636363
B0037XPPLQ,8,4.5
B0037YPBWI,9,3.888888888888889
B0037YU9Y8,11,4.363636363636363
B0037Z35PW,11,3.8181818181818183
B0037Z37KK,45,4.355555555555555
B0037Z39Z8,9,4.555555555555555
B0037Z3LIS,9,4.222222222222222
B0037Z6CWK,5,4.8
B0037Z6D6K,12,4.75
B0037Z6EKU,15,3.4
B0037Z6FF4,6,3.5
B0037Z6IDI,5,4.6
B0037ZNM32,10,4.3
B003809T9W,5,5
B00380Y0ZA,11,3.272727272727273
B00381ADZA,8,4.5
B003824RPG,23,4.478260869565218
B003828R16,28,4.142857142857143
B00382OQXE,6,4.333333333333333
B00383YAMK,5,5
B00383ZS8U,8,4.5
B00385WYZS,6,4.5
B00385WZ1G,6,4.5
B00385YJYM,15,3.2666666666666666
B003868W8A,5,3.2
B003869360,6,4.333333333333333
B00386B610,16,4.8125
B00387BGEG,13,3.8461538461538463
B00387EAMG,9,4.333333333333333
B00387EEJU,15,4.4
B00387EEYA,14,4.428571428571429
